Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
David Goffin,1660.1502862449631,68.86316264157524,486,294,0,192,0
Taylor Fritz,1659.8674573962637,69.44123087610342,218,109,0,109,0
Alexei Popyrin,1652.720391449309,71.70736965996919,66,30,0,36,1
Gael Monfils,1651.4770641091213,79.90994590219773,780,494,0,286,0
Corentin Moutet,1647.360232830403,72.66043939360732,63,27,0,36,2
Egor Gerasimov,1645.7937143791562,70.14647306874144,83,50,0,33,2
Filip Krajinovic,1644.8723102797683,70.5239043625221,179,91,0,88,0
Ugo Humbert,1643.4627799087802,70.97238569675991,94,48,0,46,0
Reilly Opelka,1643.3193225270516,72.43588401125594,107,53,0,54,0
Frances Tiafoe,1641.028609005241,69.58671532780629,177,77,0,100,2
Karen Khachanov,1640.3349887701092,69.43957145206912,267,147,0,120,0
Kyle Edmund,1639.4595022786943,71.48496895483154,234,118,0,116,18
Lloyd Harris,1638.5519181165573,70.59512945351882,83,42,0,41,0
Jan Lennard Struff,1638.5085931649126,67.75245769082726,324,151,0,173,0
Federico Delbonis,1635.0275943196075,67.83303337647911,307,144,0,163,0
Jo-Wilfried Tsonga,1634.12260182164,81.65488666998222,701,471,0,230,3
Aljaz Bedene,1629.0872841192097,72.33737142642876,272,128,0,144,0
Lucas Pouille,1626.9640504086983,81.00755078953961,247,135,0,112,4
Nicolas Mahut,1625.0215010840038,101.88416405573396,407,181,0,226,12
Miomir Kecmanovic,1623.4886440960406,70.68109996068469,93,48,0,45,0
Pierre Hugues Herbert,1620.568649666988,71.36795408825306,208,94,0,114,1
Nikoloz Basilashvili,1617.9713347321597,68.29014212411077,233,110,0,123,0
Mikael Ymer,1615.1128953728005,79.4603748085732,50,23,0,27,6
Ilya Ivashka,1615.0002259069277,76.36905323838242,72,33,0,39,2
Fabio Fognini,1610.4977311493778,70.55035514810314,703,376,0,327,0
Mackenzie McDonald,1610.0096172170297,75.10441409225237,73,30,0,43,2
Yannick Hanfmann,1608.9833307628303,78.86253252958753,43,20,0,23,2
Daniel Elahi Galan,1607.5245384645602,80.96876522222254,35,19,0,16,2
Emil Ruusuvuori,1604.7775154153667,77.85178454157193,39,19,0,20,2
John Millman,1602.2635305971403,68.44848924320122,210,95,0,115,0
Tommy Paul,1600.7165388207459,71.76212074110802,71,33,0,38,0
Laslo Djere,1593.4406570833967,70.75617724774187,129,62,0,67,0
Radu Albot,1589.6710801911534,70.30487797478177,195,85,0,110,6
Matthew Ebden,1588.4561650072405,80.65422982828859,205,79,0,126,7
Soon Woo Kwon,1587.3209265229657,77.26522010034611,45,21,0,24,3
Peter Gojowczyk,1586.9735956468664,81.5542759631445,138,62,0,76,10
Marcos Giron,1586.468743864234,79.73443929310035,39,16,0,23,1
Jordan Thompson,1586.0603511535098,71.46894619448057,141,60,0,81,2
Richard Gasquet,1584.1339216631197,74.18302888970686,896,553,0,343,0
Pablo Cuevas,1576.6438033197721,76.58486787618591,442,233,0,209,2
Dominik Koepfer,1576.1416888194187,76.4042038725567,42,19,0,23,1
Yoshihito Nishioka,1576.043655759062,72.78234845197554,148,68,0,80,0
Sam Querrey,1570.5625574693906,77.5476760919717,682,375,0,307,6
Jiri Vesely,1570.1282185478494,73.0735342216149,272,127,0,145,5
Feliciano Lopez,1569.80549637869,74.3073222156881,964,501,0,463,3
Gianluca Mager,1567.9008290514166,81.8086927042226,30,13,0,17,0
Matthias Bachinger,1566.4369225358378,109.35222292110461,86,31,0,55,13
Ricardas Berankis,1562.6284129155458,76.31433808330443,242,114,0,128,2
Thanasi Kokkinakis,1559.816817249066,98.98024800237022,76,29,0,47,6
Jaume Munar,1559.5678166125901,75.63728773768703,93,38,0,55,1
Guido Pella,1559.3999967718478,75.46071422248623,242,114,0,128,1
Adrian Mannarino,1558.5626005355648,69.85819206953649,456,208,0,248,0
Stefano Travaglia,1557.5674229349559,73.63351017749386,61,23,0,38,0
Robin Haase,1556.6357072672517,82.40245685464096,499,229,0,270,9
Thiago Monteiro,1555.2526784174174,74.12057460501649,121,51,0,70,2
Andrey Kuznetsov,1555.1697575082305,116.27583143814017,178,79,0,99,3
Gilles Simon,1554.0230849157954,73.36781977928956,875,498,0,377,2
Steve Johnson,1553.649972929682,78.36869819352383,343,171,0,172,6
Fernando Verdasco,1548.556955218517,79.83262522496791,979,552,0,427,1
Gregoire Barrere,1542.8777056429624,87.8050395531356,35,11,0,24,8
Philipp Kohlschreiber,1541.2490766178096,84.40980272904082,863,474,0,389,2
James Duckworth,1537.541962766029,82.09379022506349,88,30,0,58,6
Ryan Harrison,1536.4247724961551,94.81079649684582,279,120,0,159,13
Mikhail Kukushkin,1535.4976753641959,74.6385304480391,384,168,0,216,5
Facundo Bagnis,1534.621765258827,80.86164320842536,79,27,0,52,3
Attila Balazs,1532.5761833007475,85.7577447230622,52,28,0,24,11
Andreas Seppi,1531.675046690435,76.19467472257325,785,379,0,406,11
Dusan Lajovic,1530.9911823613613,70.2090577108698,319,140,0,179,0
Marco Cecchinato,1529.0926690285467,71.4127536929732,149,54,0,95,1
Jack Sock,1526.6531915641692,87.39387463561665,298,166,0,132,20
Norbert Gombos,1526.3719458473452,79.88242737108426,59,18,0,41,2
Denis Kudla,1526.3370056338235,88.05545124627454,152,53,0,99,6
Ernests Gulbis,1525.9384818114231,88.62967253514336,482,245,0,237,10
Roberto Carballes Baena,1524.6463598422608,74.54367620160272,127,56,0,71,0
Nicolas Jarry,1523.9719584614795,82.4609216215343,111,53,0,58,8
Bernard Tomic,1522.8550900287144,88.79168400369728,371,186,0,185,11
Tennys Sandgren,1522.0413775931438,77.35724349074772,102,41,0,61,2
Damir Dzumhur,1512.5559482250144,80.94967126789444,248,118,0,130,5
Bjorn Fratangelo,1512.0400330450748,97.6335341621156,57,21,0,36,6
Pedro Martinez,1508.6380938596435,83.28727588345383,31,12,0,19,1
Sergiy Stakhovsky,1507.4197569993657,91.93321801837637,385,172,0,213,11
Dennis Novak,1504.4617009973006,76.60659336832808,59,22,0,37,5
Yuichi Sugita,1504.382477431463,80.91376001645047,141,55,0,86,11
Malek Jaziri,1504.1055161847798,85.94810974534163,236,98,0,138,7
Cedrik Marcel Stebe,1503.1376535802683,88.86920393838214,79,31,0,48,2
Evgeny Donskoy,1502.2177870435405,89.25615459344456,165,54,0,111,19
Taro Daniel,1501.9491246858468,78.99597219700729,138,53,0,85,2
