Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
Ricardas Berankis,1528.7143880669346,73.88176638049504,254,118,0,136,2
Fernando Verdasco,1527.480307786015,78.29722338407029,985,554,0,431,7
Dustin Brown,1524.7328181660812,118.01872785368084,161,62,0,99,10
Mikhail Kukushkin,1524.1530302835026,77.92523422099383,389,169,0,220,5
Nicolas Jarry,1523.9719584614795,82.4609216215343,111,53,0,58,22
Lukas Lacko,1523.6693621586528,106.27729467918371,246,98,0,148,9
Lucas Pouille,1523.5324028069103,79.11726072114497,256,136,0,120,0
Bernard Tomic,1522.8550900287144,88.79168400369728,371,186,0,185,25
Norbert Gombos,1519.482175859055,76.92878444780487,70,22,0,48,0
Renzo Olivo,1518.4554595845016,115.30401450160619,54,23,0,31,5
Andreas Seppi,1514.616077635187,76.80559450274637,798,384,0,414,0
Bjorn Fratangelo,1513.9270219685322,96.54505385822515,60,22,0,38,4
Andrej Martin,1512.946012981676,81.19384417108368,64,27,0,37,5
Feliciano Lopez,1510.8851208286874,72.31496757088793,981,507,0,474,0
Stefano Travaglia,1507.6681056224047,73.88005181716834,73,26,0,47,0
Sergiy Stakhovsky,1507.4197569993657,91.93321801837637,385,172,0,213,25
Malek Jaziri,1504.1055161847798,85.94810974534163,236,98,0,138,21
Ernests Gulbis,1501.4949903220768,96.09659437470067,483,245,0,238,4
