Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
Marin Cilic,1650.0635368320243,71.03315553578247,815,523,0,292,0
Jerzy Janowicz,1649.7688080647185,127.28197487678749,198,102,0,96,22
Pierre Hugues Herbert,1648.7375895511127,71.27306033727201,203,92,0,111,2
Alexei Popyrin,1647.2337266863995,73.09547545134302,60,27,0,33,0
Fabio Fognini,1644.2437286930242,69.38125748343977,699,375,0,324,0
Kyle Edmund,1639.4595022786943,71.48496895483154,234,118,0,116,14
Aljaz Bedene,1628.0236456250445,70.5906441246859,269,127,0,142,1
Lucas Pouille,1626.9640504086983,81.00755078953961,247,135,0,112,0
Emil Ruusuvuori,1625.8635764398848,76.49171135297738,38,19,0,19,2
Richard Gasquet,1625.6190286843455,73.09931998745935,892,552,0,340,3
Nicolas Mahut,1625.0215010840038,101.88416405573396,407,181,0,226,8
Cameron Norrie,1620.5415739154798,69.06300224068085,129,62,0,67,2
Laslo Djere,1618.8389211432961,68.87277475977466,127,62,0,65,0
Mackenzie McDonald,1615.818576794472,74.65333582327166,71,29,0,42,2
Mikael Ymer,1615.1128953728005,79.4603748085732,50,23,0,27,2
Miomir Kecmanovic,1615.0252445991225,69.77217942694165,88,46,0,42,0
Andrey Kuznetsov,1613.3073007238454,111.03840543070237,177,79,0,98,20
Jan Lennard Struff,1612.5360348066943,69.11036944758256,316,146,0,170,0
Yannick Hanfmann,1610.329836103554,79.67724320905539,41,19,0,22,1
Christopher Rungkat,1608.116044937328,168.14699113640282,31,19,0,12,22
Adrian Mannarino,1607.837703442632,68.64265250157827,453,208,0,245,0
Corentin Moutet,1607.0722732234692,72.88871521789227,57,23,0,34,7
Daniel Elahi Galan,1600.0654677955,81.39686475903156,33,18,0,15,2
Tommy Paul,1597.779468267111,70.444403501648,68,32,0,36,0
Marcos Giron,1594.1773112460828,80.4282391783858,36,15,0,21,2
Jordan Thompson,1591.4431504911536,71.42600952556454,138,59,0,79,0
Albert Ramos,1591.129415436877,70.5943820072606,479,228,0,251,0
Radu Albot,1589.6710801911534,70.30487797478177,195,85,0,110,2
Matthew Ebden,1588.4561650072405,80.65422982828859,205,79,0,126,3
Thiago Monteiro,1587.5745091885385,71.3588838294608,119,51,0,68,5
Peter Gojowczyk,1586.9735956468664,81.5542759631445,138,62,0,76,6
Dominik Koepfer,1586.672601373266,81.07974727394678,37,17,0,20,0
Gilles Simon,1585.9962079059685,73.01698746977972,873,498,0,375,1
Reilly Opelka,1583.0303022450971,72.63235597057816,101,49,0,52,2
Nikoloz Basilashvili,1581.3254600335606,69.63093956966983,225,105,0,120,0
Aqeel Khan,1579.7998318097107,136.83283033323227,64,26,0,38,22
Fernando Verdasco,1576.7472959872034,79.50967212853571,977,552,0,425,2
Feliciano Lopez,1575.424149977931,73.6171580871281,963,501,0,462,1
Dusan Lajovic,1573.2863944937335,69.88899316703895,315,140,0,175,0
Frederik Nielsen,1573.068181245835,135.1253984621344,57,26,0,31,22
Yoshihito Nishioka,1571.0258404331446,70.88968544705955,145,67,0,78,2
Sam Querrey,1570.5625574693906,77.5476760919717,682,375,0,307,2
Pablo Cuevas,1570.354784669938,72.81878460375832,440,232,0,208,7
Soon Woo Kwon,1570.3505343226107,77.20835246025943,43,20,0,23,1
Jiri Vesely,1570.1282185478494,73.0735342216149,272,127,0,145,1
Ricardas Berankis,1569.8790739155456,77.23985419416952,239,113,0,126,1
John Millman,1568.4058954090053,70.08139237252132,201,90,0,111,0
Matthias Bachinger,1566.4369225358378,109.35222292110461,86,31,0,55,9
Stefano Travaglia,1563.0778435594275,73.5406846896424,58,22,0,36,0
Guido Pella,1563.059815223263,77.05915491941886,238,113,0,125,0
Renzo Olivo,1562.7500797905855,105.22594228553025,53,23,0,30,23
Jaume Munar,1561.3228297596138,76.38996470229772,89,37,0,52,1
Philipp Kohlschreiber,1560.3784008261964,75.11593930687552,862,474,0,388,16
Thanasi Kokkinakis,1559.816817249066,98.98024800237022,76,29,0,47,2
Robin Haase,1556.6357072672517,82.40245685464096,499,229,0,270,5
Federico Delbonis,1556.1762895403533,70.98466412680666,297,137,0,160,0
Steve Johnson,1553.649972929682,78.36869819352383,343,171,0,172,2
Roberto Carballes Baena,1551.9282024781567,73.63592827701532,124,56,0,68,1
Facundo Bagnis,1548.246930500677,81.12573857444502,78,27,0,51,1
Ilya Ivashka,1547.2715355560204,80.77577369370952,66,29,0,37,1
Gregoire Barrere,1542.8777056429624,87.8050395531356,35,11,0,24,4
Aisam Ul Haq Qureshi,1542.155202373448,146.16516866111934,66,37,0,29,22
Lukas Rosol,1538.2807396311637,98.51061448162928,282,124,0,158,22
Lamine Ouahab,1537.580472819171,126.74721790107263,39,20,0,19,22
James Duckworth,1537.541962766029,82.09379022506349,88,30,0,58,2
Tennys Sandgren,1536.4989624738091,75.98877601542713,101,41,0,60,2
Ryan Harrison,1536.4247724961551,94.81079649684582,279,120,0,159,9
Mikhail Kukushkin,1535.4976753641959,74.6385304480391,384,168,0,216,1
Attila Balazs,1532.5761833007475,85.7577447230622,52,28,0,24,7
Andreas Seppi,1531.675046690435,76.19467472257325,785,379,0,406,7
Cedrik Marcel Stebe,1528.9640304687077,86.04840148847113,78,31,0,47,7
Jack Sock,1526.6531915641692,87.39387463561665,298,166,0,132,16
Denis Kudla,1526.3370056338235,88.05545124627454,152,53,0,99,2
Norbert Gombos,1526.2533076172817,81.0941620199376,57,17,0,40,1
Ernests Gulbis,1525.9384818114231,88.62967253514336,482,245,0,237,6
Nicolas Jarry,1523.9719584614795,82.4609216215343,111,53,0,58,4
Bernard Tomic,1522.8550900287144,88.79168400369728,371,186,0,185,7
Ruben Bemelmans,1518.6667144220826,99.03206252549057,89,29,0,60,22
Maximilian Marterer,1515.124749663893,89.50886111116525,74,25,0,49,19
Damir Dzumhur,1512.5559482250144,80.94967126789444,248,118,0,130,1
Bjorn Fratangelo,1512.0400330450748,97.6335341621156,57,21,0,36,2
Mirza Basic,1510.7697894320013,96.37259857457332,68,32,0,36,22
Marco Cecchinato,1507.9176157558331,71.84665848402659,144,52,0,92,0
Sergiy Stakhovsky,1507.4197569993657,91.93321801837637,385,172,0,213,7
Dennis Novak,1504.4617009973006,76.60659336832808,59,22,0,37,1
Yuichi Sugita,1504.382477431463,80.91376001645047,141,55,0,86,7
Malek Jaziri,1504.1055161847798,85.94810974534163,236,98,0,138,3
Evgeny Donskoy,1502.2177870435405,89.25615459344456,165,54,0,111,15
