Player,Rating,Deviation,Games,Win,Draw,Loss,Lag
Cameron Norrie,1620.5415739154798,69.06300224068085,129,62,0,67,0
Aljaz Bedene,1619.8568940688526,71.5592389087732,266,125,0,141,0
Lorenzo Sonego,1619.6013633801147,69.33801663940942,94,43,0,51,0
Mackenzie McDonald,1615.818576794472,74.65333582327166,71,29,0,42,0
Mikael Ymer,1615.1128953728005,79.4603748085732,50,23,0,27,0
Dominik Koepfer,1613.3758926104858,81.20097292102014,36,17,0,19,0
Andrey Kuznetsov,1613.3073007238454,111.03840543070237,177,79,0,98,18
Christopher Rungkat,1608.116044937328,168.14699113640282,31,19,0,12,20
Tommy Paul,1607.732330968919,70.85840235553383,65,31,0,34,0
Corentin Moutet,1607.0722732234692,72.88871521789227,57,23,0,34,5
Daniel Elahi Galan,1600.0654677955,81.39686475903156,33,18,0,15,0
Yannick Hanfmann,1596.4659075177326,83.84332998642383,38,17,0,21,0
Jordan Thompson,1595.129376390667,71.62959522170033,136,58,0,78,0
Laslo Djere,1594.8236484964116,70.73455430449835,121,58,0,63,0
Jiri Vesely,1594.8112070103673,72.96711106217431,271,127,0,144,0
Marcos Giron,1594.1773112460828,80.4282391783858,36,15,0,21,0
Radu Albot,1589.6710801911534,70.30487797478177,195,85,0,110,0
Guido Pella,1589.4941306829066,74.87952925402105,236,113,0,123,5
Matthew Ebden,1588.4561650072405,80.65422982828859,205,79,0,126,1
Thiago Monteiro,1587.5745091885385,71.3588838294608,119,51,0,68,3
Peter Gojowczyk,1586.9735956468664,81.5542759631445,138,62,0,76,4
Gilles Simon,1584.3396314917545,71.53529789046482,871,497,0,374,4
Reilly Opelka,1583.0303022450971,72.63235597057816,101,49,0,52,0
Feliciano Lopez,1581.9157968834566,74.63206106911099,961,500,0,461,0
Stefano Travaglia,1581.8119029041093,73.65903061493609,56,22,0,34,0
Dusan Lajovic,1581.4553214196048,69.03705956816387,314,140,0,174,0
Nikoloz Basilashvili,1580.3804197594018,70.72347012044439,221,103,0,118,0
Aqeel Khan,1579.7998318097107,136.83283033323227,64,26,0,38,20
Albert Ramos,1577.435061934817,70.88524903393869,475,226,0,249,1
Fernando Verdasco,1576.7472959872034,79.50967212853571,977,552,0,425,0
Frederik Nielsen,1573.068181245835,135.1253984621344,57,26,0,31,20
Yoshihito Nishioka,1571.0258404331446,70.88968544705955,145,67,0,78,0
Sam Querrey,1570.5625574693906,77.5476760919717,682,375,0,307,0
Pablo Cuevas,1570.354784669938,72.81878460375832,440,232,0,208,5
Roberto Carballes Baena,1569.2115698219645,72.53808313542326,123,56,0,67,2
Matthias Bachinger,1566.4369225358378,109.35222292110461,86,31,0,55,7
Ricardas Berankis,1565.790582021758,79.15473245049148,237,112,0,125,0
Renzo Olivo,1562.7500797905855,105.22594228553025,53,23,0,30,21
John Millman,1561.3030120454289,70.5681926108565,197,88,0,109,1
Philipp Kohlschreiber,1560.3784008261964,75.11593930687552,862,474,0,388,14
Thanasi Kokkinakis,1559.816817249066,98.98024800237022,76,29,0,47,0
Robin Haase,1556.6357072672517,82.40245685464096,499,229,0,270,3
Mikhail Kukushkin,1555.4068522389064,74.89767109957016,383,168,0,215,0
Steve Johnson,1553.649972929682,78.36869819352383,343,171,0,172,0
Facundo Bagnis,1548.1781571257459,82.46927872032165,76,26,0,50,2
Soon Woo Kwon,1544.5895230036344,79.98079360104938,40,18,0,22,0
Gregoire Barrere,1542.8777056429624,87.8050395531356,35,11,0,24,2
Aisam Ul Haq Qureshi,1542.155202373448,146.16516866111934,66,37,0,29,20
Lukas Rosol,1538.2807396311637,98.51061448162928,282,124,0,158,20
Lamine Ouahab,1537.580472819171,126.74721790107263,39,20,0,19,20
James Duckworth,1537.541962766029,82.09379022506349,88,30,0,58,0
Tennys Sandgren,1536.4989624738091,75.98877601542713,101,41,0,60,0
Ryan Harrison,1536.4247724961551,94.81079649684582,279,120,0,159,7
Federico Delbonis,1536.0815109524367,71.61287050308452,293,135,0,158,0
Attila Balazs,1532.5761833007475,85.7577447230622,52,28,0,24,5
Andreas Seppi,1531.675046690435,76.19467472257325,785,379,0,406,5
Cedrik Marcel Stebe,1528.9640304687077,86.04840148847113,78,31,0,47,5
Jack Sock,1526.6531915641692,87.39387463561665,298,166,0,132,14
Denis Kudla,1526.3370056338235,88.05545124627454,152,53,0,99,0
Ernests Gulbis,1525.9384818114231,88.62967253514336,482,245,0,237,4
Nicolas Jarry,1523.9719584614795,82.4609216215343,111,53,0,58,2
Ilya Ivashka,1523.072364428163,85.06921076112772,63,27,0,36,0
Bernard Tomic,1522.8550900287144,88.79168400369728,371,186,0,185,5
Damir Dzumhur,1522.352895249981,81.648114944983,247,118,0,129,0
Ruben Bemelmans,1518.6667144220826,99.03206252549057,89,29,0,60,20
Maximilian Marterer,1515.124749663893,89.50886111116525,74,25,0,49,17
Bjorn Fratangelo,1512.0400330450748,97.6335341621156,57,21,0,36,0
Mirza Basic,1510.7697894320013,96.37259857457332,68,32,0,36,20
Sergiy Stakhovsky,1507.4197569993657,91.93321801837637,385,172,0,213,5
Dennis Novak,1505.46733909411,75.7218086175708,58,22,0,36,1
Yuichi Sugita,1504.382477431463,80.91376001645047,141,55,0,86,5
Benoit Paire,1504.2755225404,73.38934030193217,472,225,0,247,0
Malek Jaziri,1504.1055161847798,85.94810974534163,236,98,0,138,1
Norbert Gombos,1503.446478155378,84.58194322954583,54,15,0,39,2
Evgeny Donskoy,1502.2177870435405,89.25615459344456,165,54,0,111,13
